Time,BUS10Va,BUS10Vb,BUS10Vc,BUS14Va,BUS14Vb,BUS14Vc,BUS6Va,BUS6Vb,BUS6Vc,L2Ia_FLT,L2Ib_FLT,L2Ic_FLT,L6Ia_FLT,L6Ib_FLT,L6Ic_FLT,L4Ia_FLT,L4Ib_FLT,L4Ic_FLT,UCM3PhXabc_0,UCM3PhXabc_1,UCM3PhXabc_2,UCM4PhXabc_0,UCM4PhXabc_1,UCM4PhXabc_2,UCM3Xabc_0,UCM3Xabc_1,UCM3Xabc_2,UCM4Xabc_0,UCM4Xabc_1,UCM4Xabc_2
444.78954481E-3,12.915115234E3,-13.403816406E3,-8.4479902344E3,20.163484375E3,-12.289919922E3,-9.4990009766E3,14.395806641E3,-13.236E3,-8.6946933594E3,18.745332956E-3,-11.686800048E-3,-7.9953884706E-3,170.51502991E0,-17.460443079E-3,-12.365211733E-3,13.943926431E-3,-13.34445551E-3,-8.647646755E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.395806641E3,-13.236E3,-8.6946933594E3,18.331802734E3,-12.544652344E3,-9.0101484375E3
444.83954481E-3,13.020842773E3,-13.139996094E3,-8.7170878906E3,20.1974375E3,-12.01990625E3,-9.7998466797E3,14.485162109E3,-12.978507812E3,-8.9696113281E3,18.796887249E-3,-11.436032131E-3,-8.2914987579E-3,172.39924622E0,-17.225442454E-3,-12.665471993E-3,13.832780533E-3,-12.993618846E-3,-8.8294111192E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.485162109E3,-12.978507812E3,-8.9696113281E3,18.388005859E3,-12.283720703E3,-9.2988388672E3
444.88954481E-3,13.123473633E3,-12.872647461E3,-8.9832597656E3,20.226255859E3,-11.74709082E3,-10.09815625E3,14.569401367E3,-12.718825195E3,-9.2438388672E3,18.842959777E-3,-11.182098649E-3,-8.5858404636E-3,174.24436951E0,-16.98625274E-3,-12.961934321E-3,14.130481519E-3,-12.822008692E-3,-9.1915642843E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.569401367E3,-12.718825195E3,-9.2438388672E3,18.438724609E3,-12.01971875E3,-9.5855869141E3
444.93954481E-3,13.223041016E3,-12.602021484E3,-9.2462646484E3,20.249814453E3,-11.471335938E3,-10.393974609E3,14.649104492E3,-12.45624707E3,-9.516890625E3,18.883474171E-3,-10.924547911E-3,-8.8784713298E-3,176.04974365E0,-16.742955893E-3,-13.253891841E-3,14.011147432E-3,-12.465492822E-3,-9.3699274585E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.649104492E3,-12.45624707E3,-9.516890625E3,18.483775391E3,-11.752245117E3,-9.8705585938E3
444.98954481E-3,13.319592773E3,-12.328333008E3,-9.5058945312E3,20.268007812E3,-11.192506836E3,-10.687348633E3,14.724928711E3,-12.190037109E3,-9.7881845703E3,18.91842857E-3,-10.662993416E-3,-9.1694239527E-3,177.81459045E0,-16.496477649E-3,-13.541589491E-3,14.301153831E-3,-12.287374586E-3,-9.7277443856E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.724928711E3,-12.190037109E3,-9.7881845703E3,18.523052734E3,-11.4809375E3,-10.153869141E3
445.03954481E-3,13.413176758E3,-12.051763672E3,-9.7619882812E3,20.280755859E3,-10.910488281E3,-10.978314453E3,14.797544922E3,-11.919501953E3,-10.057094727E3,18.947893754E-3,-10.397162288E-3,-9.4586890191E-3,179.53819275E0,-16.246749088E-3,-13.82442005E-3,14.175302349E-3,-11.92370709E-3,-9.9009778351E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.797544922E3,-11.919501953E3,-10.057094727E3,18.556556641E3,-11.205499023E3,-10.435579102E3
445.08954481E-3,13.503836914E3,-11.772462891E3,-10.014439453E3,20.288017578E3,-10.625201172E3,-11.266892578E3,14.867580078E3,-11.644072266E3,-10.322994141E3,18.972000107E-3,-10.126904584E-3,-9.7462181002E-3,181.21981812E0,-15.994505957E-3,-14.102738351E-3,14.459325932E-3,-11.737670749E-3,-10.252680629E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.867580078E3,-11.644072266E3,-10.322994141E3,18.584378906E3,-10.925737305E3,-10.715675781E3
445.13954481E-3,13.591600586E3,-11.490552734E3,-10.263201172E3,20.289792969E3,-10.336608398E3,-11.553081055E3,14.935553711E3,-11.363361328E3,-10.585316406E3,18.990935758E-3,-9.8522417247E-3,-10.031914338E-3,182.8588562E0,-15.739476308E-3,-14.376059175E-3,14.328544959E-3,-11.365692131E-3,-10.419097729E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,14.935553711E3,-11.363361328E3,-10.585316406E3,18.606699219E3,-10.641578125E3,-10.994072266E3
445.18954481E-3,13.676476562E3,-11.206138672E3,-10.50828418E3,20.286119141E3,-10.044730469E3,-11.836845703E3,15.001827148E3,-11.077217773E3,-10.843586914E3,19.004918635E-3,-9.573340416E-3,-10.315645486E-3,184.45477295E0,-15.482180752E-3,-14.644856565E-3,14.607893303E-3,-11.170991696E-3,-10.763218626E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,15.001827148E3,-11.077217773E3,-10.843586914E3,18.623775391E3,-10.353086914E3,-11.270609375E3
445.23954481E-3,13.758448242E3,-10.919311523E3,-10.749756836E3,20.277066406E3,-9.7496484375E3,-12.118121094E3,15.066574219E3,-10.785743164E3,-11.097467773E3,19.014192745E-3,-9.2905340716E-3,-10.597234592E-3,186.00718689E0,-15.222142451E-3,-14.908757061E-3,14.473078772E-3,-10.790492408E-3,-10.921678506E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,15.066574219E3,-10.785743164E3,-11.097467773E3,18.635908203E3,-10.060473633E3,-11.545064453E3
445.28954481E-3,13.83746875E3,-10.630154297E3,-10.987734375E3,20.262742188E3,-9.4515E3,-12.396805664E3,15.129759766E3,-10.489299805E3,-11.346768555E3,19.018992782E-3,-9.0042827651E-3,-10.87648049E-3,187.51579285E0,-14.959702268E-3,-15.168332495E-3,14.748144895E-3,-10.587525554E-3,-11.257478036E-3,11.0355625E3,14.867240234E3,13.731510742E3,13.192419922E3,14.788828125E3,14.636765625E3,15.129759766E3,-10.489299805E3,-11.346768555E3,18.643429688E3,-9.7640810547E3,-11.817162109E3
445.33954481E-3,13.913460938E3,-10.33875293E3,-11.222368164E3,20.243271484E3,-9.1504833984E3,-12.672769531E3,15.191148438E3,-10.188478516E3,-11.591459961E3,19.019538537E-3,-8.7151555344E-3,-11.153159663E-3,188.98042297E0,-14.694242738E-3,-15.423285775E-3,14.609145932E-3,-10.199518874E-3,-11.407679878E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.191148438E3,-10.188478516E3,-11.591459961E3,18.646662109E3,-9.464375E3,-12.08659668E3
445.38954481E-3,13.986322266E3,-10.045198242E3,-11.453830078E3,20.218792969E3,-8.8468398438E3,-12.945854492E3,15.250333008E3,-9.8840605469E3,-11.831662109E3,19.016005099E-3,-8.4237819538E-3,-11.427039281E-3,190.40098572E0,-14.426010661E-3,-15.674237162E-3,14.879246242E-3,-9.9898688495E-3,-11.735298671E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.250333008E3,-9.8840605469E3,-11.831662109E3,18.645892578E3,-9.1619130859E3,-12.353046875E3
445.43954481E-3,14.055922852E3,-9.7495908203E3,-11.682297852E3,20.189445312E3,-8.5408505859E3,-13.215882812E3,15.306765625E3,-9.5769443359E3,-12.06762207E3,19.008520991E-3,-8.1308055669E-3,-11.697889306E-3,191.77742004E0,-14.154348522E-3,-15.92091471E-3,14.734907076E-3,-9.5964008942E-3,-11.877781712E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.306765625E3,-9.5769443359E3,-12.06762207E3,18.641353516E3,-8.8573066406E3,-12.616195312E3
445.48954481E-3,14.122117188E3,-9.4520400391E3,-11.907942383E3,20.155361328E3,-8.2328144531E3,-13.482665039E3,15.359819336E3,-9.2680732422E3,-12.299675781E3,18.997151405E-3,-7.8368457034E-3,-11.965488084E-3,193.10961914E0,-13.879518025E-3,-16.16393216E-3,14.998522587E-3,-9.3824174255E-3,-12.198075652E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.359819336E3,-9.2680732422E3,-12.299675781E3,18.633207031E3,-8.5511757812E3,-12.875749023E3
445.53954481E-3,14.18475E3,-9.1526699219E3,-12.130911133E3,20.116650391E3,-7.9230297852E3,-13.746008789E3,15.408839844E3,-8.9583486328E3,-12.528208984E3,18.981894478E-3,-7.5424285606E-3,-12.229640968E-3,194.3974762E0,-13.600928709E-3,-16.40297845E-3,14.84709233E-3,-8.9859589934E-3,-12.333904393E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.408839844E3,-8.9583486328E3,-12.528208984E3,18.621525391E3,-8.2441035156E3,-13.131451172E3
445.58954481E-3,14.243666016E3,-8.8516113281E3,-12.351317383E3,20.073394531E3,-7.6117807617E3,-14.005730469E3,15.453216797E3,-8.6485546875E3,-12.753604492E3,18.962688744E-3,-7.2479778901E-3,-12.490173802E-3,195.64071655E0,-13.318951242E-3,-16.638604924E-3,15.102400444E-3,-8.7700327858E-3,-12.648021802E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.453216797E3,-8.6485546875E3,-12.753604492E3,18.606294922E3,-7.9365834961E3,-13.383092773E3
445.63954481E-3,14.298720703E3,-8.5489990234E3,-12.569226562E3,20.025642578E3,-7.2993154297E3,-14.261663086E3,15.4924375E3,-8.3392871094E3,-12.976201172E3,18.939411268E-3,-6.9537474774E-3,-12.746953405E-3,196.838974E0,-13.033138588E-3,-16.870424151E-3,14.942158014E-3,-8.3726942539E-3,-12.778294273E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.4924375E3,-8.3392871094E3,-12.976201172E3,18.587423828E3,-7.6289799805E3,-13.630516602E3
445.68954481E-3,14.349787109E3,-8.2449648438E3,-12.78465625E3,19.97340625E3,-6.9858305664E3,-14.51365918E3,15.526140625E3,-8.0309008789E3,-13.196253906E3,18.911898136E-3,-6.6598365083E-3,-12.999878265E-3,197.99165344E0,-12.744023465E-3,-17.098888755E-3,15.187697485E-3,-8.156481199E-3,-13.087154366E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.526140625E3,-8.0309008789E3,-13.196253906E3,18.56475E3,-7.3214926758E3,-13.873618164E3
445.73954481E-3,14.396771484E3,-7.9396308594E3,-12.997566406E3,19.916660156E3,-6.6714599609E3,-14.761604492E3,15.554150391E3,-7.7234770508E3,-13.413901367E3,18.879948184E-3,-6.3661546446E-3,-13.248887844E-3,199.09802246E0,-12.451322749E-3,-17.323510721E-3,15.017577447E-3,-7.7593252063E-3,-13.212509453E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.554150391E3,-7.7234770508E3,-13.413901367E3,18.5380625E3,-7.014137207E3,-14.112342773E3
445.78954481E-3,14.439614258E3,-7.633097168E3,-13.207865234E3,19.855347656E3,-6.3562670898E3,-15.005415039E3,15.576487305E3,-7.4168188477E3,-13.629145508E3,18.843354657E-3,-6.0724578798E-3,-13.493954204E-3,200.15715027E0,-12.155721895E-3,-17.544645816E-3,15.25277365E-3,-7.5432043523E-3,-13.516390696E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.576487305E3,-7.4168188477E3,-13.629145508E3,18.507125E3,-6.7067402344E3,-14.346678711E3
445.83954481E-3,14.478300781E3,-7.3254399414E3,-13.415414062E3,19.789380859E3,-6.0402456055E3,-15.245039062E3,15.593370117E3,-7.1104707031E3,-13.841851562E3,18.801910803E-3,-5.7783578523E-3,-13.735083863E-3,201.16792297E0,-11.85706351E-3,-17.761714756E-3,15.072741546E-3,-7.1458998136E-3,-13.636697084E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.593370117E3,-7.1104707031E3,-13.841851562E3,18.471701172E3,-6.3989560547E3,-14.576647461E3
445.88954481E-3,14.512860352E3,-7.016699707E3,-13.620030273E3,19.718664062E3,-5.7233212891E3,-15.480455078E3,15.605193359E3,-6.8037670898E3,-14.051758789E3,18.755432218E-3,-5.4833688773E-3,-13.972311281E-3,202.12915039E0,-11.556115001E-3,-17.975006253E-3,15.298106708E-3,-6.9288727827E-3,-13.93506024E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.605193359E3,-6.8037670898E3,-14.051758789E3,18.431578125E3,-6.090296875E3,-14.802295898E3
445.93954481E-3,14.543367188E3,-6.7068818359E3,-13.821505859E3,19.643085938E3,-5.4053662109E3,-15.711667969E3,15.612487305E3,-6.4958994141E3,-14.258503906E3,18.703777343E-3,-5.1869605668E-3,-14.205689542E-3,203.03955078E0,-11.252755299E-3,-18.18389073E-3,15.109168366E-3,-6.5298592672E-3,-14.049415477E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.612487305E3,-6.4958994141E3,-14.258503906E3,18.386580078E3,-5.7801791992E3,-15.023685547E3
445.98954481E-3,14.569932617E3,-6.3959541016E3,-14.019616211E3,19.562548828E3,-5.0862133789E3,-15.938704102E3,15.615862305E3,-6.1860039062E3,-14.461664062E3,18.646854907E-3,-4.8885983415E-3,-14.435290359E-3,203.89785767E0,-10.947733186E-3,-18.38862896E-3,15.326100402E-3,-6.3099665567E-3,-14.341072179E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.615862305E3,-6.1860039062E3,-14.461664062E3,18.336595703E3,-5.4679833984E3,-15.240884766E3
446.03954481E-3,14.592698242E3,-6.0838515625E3,-14.214137695E3,19.476966797E3,-4.7656791992E3,-16.161599609E3,15.615950195E3,-5.8732548828E3,-14.660798828E3,18.584636971E-3,-4.5878300443E-3,-14.661181718E-3,204.70288086E0,-10.640852153E-3,-18.588596955E-3,15.129908919E-3,-5.9070964344E-3,-14.448112808E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.615950195E3,-5.8732548828E3,-14.660798828E3,18.281572266E3,-5.153121582E3,-15.453958008E3
446.08954481E-3,14.611823242E3,-5.7704858398E3,-14.404859375E3,19.38628125E3,-4.4435869141E3,-16.380396484E3,15.613328125E3,-5.5569614258E3,-14.855493164E3,18.5171552E-3,-4.2843013071E-3,-14.883436263E-3,205.45361328E0,-10.332738981E-3,-18.784079701E-3,15.340148471E-3,-5.6822407059E-3,-14.731657691E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.613328125E3,-5.5569614258E3,-14.855493164E3,18.221537109E3,-4.8351005859E3,-15.662964844E3
446.13954481E-3,14.627473633E3,-5.4557553711E3,-14.591602539E3,19.290466797E3,-4.1197890625E3,-16.595132812E3,15.608466797E3,-5.2366552734E3,-15.04540918E3,18.444521353E-3,-3.9778482169E-3,-15.102104284E-3,206.14924622E0,-10.023037903E-3,-18.974494189E-3,15.138350427E-3,-5.2737118676E-3,-14.830071479E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.608466797E3,-5.2366552734E3,-15.04540918E3,18.156580078E3,-4.5135898438E3,-15.867952148E3
446.18954481E-3,14.639801758E3,-5.1395610352E3,-14.774225586E3,19.189542969E3,-3.7941931152E3,-16.805833984E3,15.601678711E3,-4.9121606445E3,-15.230322266E3,18.366893753E-3,-3.6684840452E-3,-15.317220241E-3,206.78921509E0,-9.7121912986E-3,-19.160188735E-3,15.343282372E-3,-5.0426195376E-3,-15.104415826E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.601678711E3,-4.9121606445E3,-15.230322266E3,18.086845703E3,-4.18846875E3,-16.068956055E3
446.23954481E-3,14.648936523E3,-4.8218237305E3,-14.952640625E3,19.083564453E3,-3.4667800293E3,-17.012507812E3,15.593082031E3,-4.5836416016E3,-15.410148438E3,18.284497783E-3,-3.356463043E-3,-15.528786927E-3,207.37332153E0,-9.3996506184E-3,-19.340649247E-3,15.13685938E-3,-4.627881106E-3,-15.193450265E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.593082031E3,-4.5836416016E3,-15.410148438E3,18.012529297E3,-3.8598664551E3,-16.265999023E3
446.28954481E-3,14.654972656E3,-4.5025004883E3,-15.126810547E3,18.972630859E3,-3.1376184082E3,-17.215138672E3,15.582582031E3,-4.2516162109E3,-15.584956055E3,18.19758676E-3,-3.0422396958E-3,-15.736771747E-3,207.90167236E0,-9.0856766328E-3,-19.516285509E-3,15.336959623E-3,-4.3908576481E-3,-15.458256938E-3,11.03556543E3,14.867243164E3,13.731515625E3,13.192418945E3,14.788830078E3,14.636765625E3,15.582582031E3,-4.2516162109E3,-15.584956055E3,17.933847656E3,-3.528175293E3,-16.45909375E3
446.33954481E-3,14.657959961E3,-4.1816000977E3,-15.29675E3,18.856875E3,-2.8068723145E3,-17.4136875E3,15.569882812E3,-3.9169411621E3,-15.754961914E3,18.106447533E-3,-2.726481529E-3,-15.941109508E-3,208.37469482E0,-8.7695773691E-3,-19.686644897E-3,15.125821345E-3,-3.9711357094E-3,-15.538026579E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.569882812E3,-3.9169411621E3,-15.754961914E3,17.851017578E3,-3.194048584E3,-16.648240234E3
446.38954481E-3,14.657899414E3,-3.859197998E3,-15.462523438E3,18.736455078E3,-2.474800293E3,-17.608091797E3,15.554504883E3,-3.580762207E3,-15.920513672E3,18.011366948E-3,-2.410009969E-3,-16.141692176E-3,208.79312134E0,-8.4515130147E-3,-19.852187485E-3,15.320431441E-3,-3.7303110585E-3,-15.793848783E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.554504883E3,-3.580762207E3,-15.920513672E3,17.764246094E3,-2.8583706055E3,-16.833441406E3
446.43954481E-3,14.654748047E3,-3.5354421387E3,-15.624227539E3,18.611548828E3,-2.1417495117E3,-17.798263672E3,15.535833008E3,-3.2444365234E3,-16.082055664E3,17.912616953E-3,-2.0937535446E-3,-16.338383779E-3,209.15794373E0,-8.1307580695E-3,-20.012494177E-3,15.103412792E-3,-3.3085369505E-3,-15.865290537E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.535833008E3,-3.2444365234E3,-16.082055664E3,17.673693359E3,-2.5222087402E3,-17.014693359E3
446.48954481E-3,14.648421875E3,-3.2105583496E3,-15.781980469E3,18.482333984E3,-1.8081385498E3,-17.984101562E3,15.513175781E3,-2.9094333496E3,-16.240087891E3,17.810441554E-3,-1.7786899116E-3,-16.531016678E-3,209.47029114E0,-7.8075132333E-3,-20.168030635E-3,15.290970914E-3,-3.067465499E-3,-16.113355756E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.513175781E3,-2.9094333496E3,-16.240087891E3,17.57946875E3,-2.1867478027E3,-17.192E3
446.53954481E-3,14.638807617E3,-2.8848474121E3,-15.93590625E3,18.348980469E3,-1.4744344482E3,-18.165486328E3,15.485832031E3,-2.5772158203E3,-16.395113281E3,17.705027014E-3,-1.4657487627E-3,-16.719415784E-3,209.73147583E0,-7.4811670929E-3,-20.318374038E-3,15.066262335E-3,-2.6475756895E-3,-16.177857295E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.485832031E3,-2.5772158203E3,-16.395113281E3,17.481605469E3,-1.8532080078E3,-17.365369141E3
446.58954481E-3,14.625777344E3,-2.5586760254E3,-16.086109375E3,18.211636719E3,-1.1411251221E3,-18.342304688E3,15.453158203E3,-2.2491193848E3,-16.547589844E3,17.59650372E-3,-1.1557737598E-3,-16.90338552E-3,209.94276428E0,-7.1521112695E-3,-20.463963971E-3,15.244892798E-3,-2.4102872703E-3,-16.419567168E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.453158203E3,-2.2491193848E3,-16.547589844E3,17.380060547E3,-1.5227592773E3,-17.534818359E3
446.63954481E-3,14.609200195E3,-2.2324643555E3,-16.232666992E3,18.070412109E3,-808.68920898E0,-18.514443359E3,15.41462793E3,-1.9262358398E3,-16.697876953E3,17.484916374E-3,-849.40373199E-6,-17.08276011E-3,210.10543823E0,-6.8199872039E-3,-20.604331046E-3,15.01073502E-3,-1.9960938953E-3,-16.47839509E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.41462793E3,-1.9262358398E3,-16.697876953E3,17.274707031E3,-1.1964310303E3,-17.700380859E3
446.68954481E-3,14.588962891E3,-1.9066673584E3,-16.375613281E3,17.925375E3,-477.56265259E0,-18.681802734E3,15.369892578E3,-1.6093118896E3,-16.846197266E3,17.370240763E-3,-547.06988158E-6,-17.257377505E-3,210.22062683E0,-6.4854850061E-3,-20.739866421E-3,15.178970993E-3,-1.7658778233E-3,-16.714734957E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.369892578E3,-1.6093118896E3,-16.846197266E3,17.165349609E3,-875.02856445E0,-17.862099609E3
446.73954481E-3,14.564978516E3,-1.5817531738E3,-16.514925781E3,17.776546875E3,-148.10768127E0,-18.844306641E3,15.31881543E3,-1.298675293E3,-16.992609375E3,17.252355814E-3,-248.88946791E-6,-17.427129671E-3,210.28929138E0,-6.1485702172E-3,-20.870048553E-3,14.934347011E-3,-1.3598754304E-3,-16.768474132E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.31881543E3,-1.298675293E3,-16.992609375E3,17.051722656E3,-559.06207275E0,-18.020027344E3
446.78954481E-3,14.537196289E3,-1.258180542E3,-16.650533203E3,17.623890625E3,179.41400146E0,-19.00190625E3,15.261489258E3,-994.190979E0,-17.136996094E3,17.131080851E-3,45.295597374E-6,-17.591951415E-3,210.31214905E0,-5.8102519251E-3,-20.995210856E-3,15.091732144E-3,-1.1382178636E-3,-16.999553889E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.261489258E3,-994.190979E0,-17.136996094E3,16.933517578E3,-248.69381714E0,-18.174228516E3
446.83954481E-3,14.505608398E3,-936.37463379E0,-16.782306641E3,17.467322266E3,504.8614502E0,-19.154585938E3,15.198234375E3,-695.25549316E0,-17.279064453E3,17.006151378E-3,335.97784932E-6,-17.751837149E-3,210.28970337E0,-5.470785778E-3,-21.114790812E-3,14.836798422E-3,-740.74493023E-6,-17.047801986E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.198234375E3,-695.25549316E0,-17.279064453E3,16.81040625E3,56.291618347E0,-18.324763672E3
446.88954481E-3,14.470248047E3,-616.7043457E0,-16.910080078E3,17.306710938E3,828.2276001E0,-19.302367188E3,15.12956543E3,-400.82888794E0,-17.418376953E3,16.877265647E-3,623.91208485E-6,-17.906848341E-3,210.22215271E0,-5.1314122975E-3,-21.229095757E-3,14.984098263E-3,-526.78660722E-6,-17.272723839E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.12956543E3,-400.82888794E0,-17.418376953E3,16.682064453E3,356.49005127E0,-18.471695312E3
446.93954481E-3,14.43118457E3,-299.46148682E0,-17.033666016E3,17.141892578E3,1.1496434326E3,-19.445302734E3,15.056152344E3,-109.50500488E0,-17.554375E3,16.744082794E-3,910.10687174E-6,-18.057107925E-3,210.10942078E0,-4.7925342806E-3,-21.337559447E-3,14.720166102E-3,-135.83290274E-6,-17.314156517E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,15.056152344E3,-109.50500488E0,-17.554375E3,16.548199219E3,652.85235596E0,-18.615074219E3
446.98954481E-3,14.388514648E3,15.156607628E0,-17.152865234E3,16.972675781E3,1.4693707275E3,-19.583476562E3,14.97875293E3,180.38796997E0,-17.686431641E3,16.606256366E-3,1.1957363458E-3,-18.202804029E-3,209.95121765E0,-4.4554346241E-3,-21.440511569E-3,14.859114774E-3,73.447401519E-6,-17.531275749E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,14.97875293E3,180.38796997E0,-17.686431641E3,16.408582031E3,946.63189697E0,-18.754935547E3
447.03954481E-3,14.342342773E3,327.06054688E0,-17.267501953E3,16.798869141E3,1.7877852783E3,-19.716996094E3,14.898151367E3,470.66372681E0,-17.813912109E3,16.46345295E-3,1.4820653014E-3,-18.344169483E-3,209.74699402E0,-4.120443482E-3,-21.537432447E-3,14.588176273E-3,461.69298002E-6,-17.564080656E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,14.898151367E3,470.66372681E0,-17.813912109E3,16.26306543E3,1.2393077393E3,-18.891287109E3
447.08954481E-3,14.292774414E3,636.27716064E0,-17.377433594E3,16.620287109E3,2.1053508301E3,-19.845986328E3,14.815079102E3,763.14190674E0,-17.936224609E3,16.315380111E-3,1.7703679623E-3,-18.48147437E-3,209.49595642E0,-3.7886495702E-3,-21.628726274E-3,14.720839448E-3,670.61348818E-6,-17.771586776E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,14.815079102E3,763.14190674E0,-17.936224609E3,16.111610352E3,1.5324876709E3,-19.024103516E3
447.13954481E-3,14.239891602E3,942.95220947E0,-17.482585938E3,16.436771484E3,2.4225866699E3,-19.970572266E3,14.73015625E3,1.0595119629E3,-18.052871094E3,16.161808744E-3,2.0618089475E-3,-18.615001813E-3,209.19718933E0,-3.4600703511E-3,-21.713970229E-3,14.444836415E-3,1.0606562719E-3,-17.794115469E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,14.73015625E3,1.0595119629E3,-18.052871094E3,15.954292969E3,1.8277993164E3,-19.153322266E3
447.18954481E-3,14.183748047E3,1.2473479004E3,-17.582949219E3,16.248210938E3,2.7400285645E3,-20.090875E3,14.643829102E3,1.3612058105E3,-18.163492188E3,16.002580523E-3,2.3573914077E-3,-18.745029345E-3,208.84957886E0,-3.1353787053E-3,-21.793693304E-3,14.572845772E-3,1.2735787313E-3,-17.990674824E-3,11.035566406E3,14.867246094E3,13.731519531E3,13.192417969E3,14.788833008E3,14.636765625E3,14.643829102E3,1.3612058105E3,-18.163492188E3,15.7913125E3,2.1267751465E3,-19.278839844E3
