Time,BUS10Va,BUS10Vb,BUS10Vc,BUS14Va,BUS14Vb,BUS14Vc,BUS6Va,BUS6Vb,BUS6Vc,L2Ia_FLT,L2Ib_FLT,L2Ic_FLT,L6Ia_FLT,L6Ib_FLT,L6Ic_FLT,L4Ia_FLT,L4Ib_FLT,L4Ic_FLT,UCM3PhXabc_0,UCM3PhXabc_1,UCM3PhXabc_2,UCM4PhXabc_0,UCM4PhXabc_1,UCM4PhXabc_2,UCM3Xabc_0,UCM3Xabc_1,UCM3Xabc_2,UCM4Xabc_0,UCM4Xabc_1,UCM4Xabc_2
740.78954481E-3,-2.5919172363E3,-19.374746094E3,13.343973633E3,4.1020727539E3,-20.117673828E3,15.370680664E3,-1.4538780518E3,-19.639722656E3,13.63937207E3,2.5699851103E-3,-18.882572651E-3,15.501508489E-3,-63.917263031E0,-18.574513495E-3,14.030260965E-3,-1.8679238856E-3,-19.546691328E-3,13.522273861E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-1.4538780518E3,-19.639722656E3,13.63937207E3,2.3045214844E3,-19.700939453E3,14.879327148E3
740.83954481E-3,-2.3680097656E3,-19.505787109E3,13.126939453E3,4.4134931641E3,-20.204603516E3,15.136339844E3,-1.215522583E3,-19.763970703E3,13.411472656E3,2.860151697E-3,-18.966285512E-3,15.289814211E-3,-60.818435669E0,-18.787972629E-3,13.737714849E-3,-1.6604674747E-3,-19.660765305E-3,13.311170042E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-1.215522583E3,-19.763970703E3,13.411472656E3,2.6002866211E3,-19.779068359E3,14.668870117E3
740.88954481E-3,-2.1431564941E3,-19.630660156E3,12.907069336E3,4.7239619141E3,-20.288015625E3,14.899145508E3,-970.52606201E0,-19.881769531E3,13.186026367E3,3.1526831444E-3,-19.04928498E-3,15.075767413E-3,-57.717494965E0,-18.993012607E-3,13.442726806E-3,-1.3975529E-3,-19.793936983E-3,13.075095601E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-970.52606201E0,-19.881769531E3,13.186026367E3,2.8955778809E3,-19.859236328E3,14.453371094E3
740.93954481E-3,-1.9169434814E3,-19.749248047E3,12.684355469E3,5.0336577148E3,-20.368361328E3,14.658923828E3,-720.87255859E0,-19.991304688E3,12.964730469E3,3.4475317225E-3,-19.131565467E-3,14.859396033E-3,-54.614284515E0,-19.189054146E-3,13.145741075E-3,-1.1821530061E-3,-19.894154742E-3,12.865981087E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-720.87255859E0,-19.991304688E3,12.964730469E3,3.1906809082E3,-19.941796875E3,14.232489258E3
740.98954481E-3,-1.6895675049E3,-19.861244141E3,12.459189453E3,5.3426625977E3,-20.445917969E3,14.415509766E3,-467.03451538E0,-20.092335938E3,12.747404297E3,3.7440250162E-3,-19.21274513E-3,14.640849084E-3,-51.506793976E0,-19.375959411E-3,12.847037986E-3,-912.78401669E-6,-20.012008026E-3,12.633005157E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-467.03451538E0,-20.092335938E3,12.747404297E3,3.485142334E3,-20.026470703E3,14.006336914E3
741.03954481E-3,-1.4616210938E3,-19.966244141E3,12.232186523E3,5.6510063477E3,-20.520796875E3,14.168714844E3,-208.23083496E0,-20.186095703E3,12.532168945E3,4.0413476527E-3,-19.292296842E-3,14.420134015E-3,-48.391376495E0,-19.553821534E-3,12.546905316E-3,-690.99740358E-6,-20.097279921E-3,12.426060624E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,-208.23083496E0,-20.186095703E3,12.532168945E3,3.778282959E3,-20.112589844E3,13.775104492E3
741.08954481E-3,-1.23352771E3,-20.064054688E3,12.003818359E3,5.9586884766E3,-20.592978516E3,13.918328125E3,55.274311066E0,-20.273972656E3,12.316882812E3,4.3389401399E-3,-19.369695336E-3,14.196874574E-3,-45.263587952E0,-19.722972065E-3,12.245607562E-3,-415.33476906E-6,-20.201584324E-3,12.193168513E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,55.274311066E0,-20.273972656E3,12.316882812E3,4.0697692871E3,-20.199408203E3,13.538674805E3
741.13954481E-3,-1.005171875E3,-20.154886719E3,11.774157227E3,6.2656499023E3,-20.662314453E3,13.664129883E3,320.80584717E0,-20.356425781E3,12.100287109E3,4.6366131864E-3,-19.444480538E-3,13.970304281E-3,-42.119392395E0,-19.88375932E-3,11.943547055E-3,-189.17140551E-6,-20.27448453E-3,11.984368786E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,320.80584717E0,-20.356425781E3,12.100287109E3,4.3597998047E3,-20.286214844E3,13.296499023E3
741.18954481E-3,-776.07470703E0,-20.239291016E3,11.542933594E3,6.5717231445E3,-20.728527344E3,13.4059375E3,584.67926025E0,-20.43321875E3,11.881763672E3,4.9343211576E-3,-19.516190514E-3,13.739477843E-3,-38.956020355E0,-20.036652684E-3,11.641087942E-3,87.080872618E-6,-20.366823301E-3,11.748391204E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,584.67926025E0,-20.43321875E3,11.881763672E3,4.6487563477E3,-20.372273438E3,13.047851562E3
741.23954481E-3,-545.91394043E0,-20.317882812E3,11.309813477E3,6.8766098633E3,-20.79121875E3,13.143632812E3,844.91918945E0,-20.504476562E3,11.660293945E3,5.2318219095E-3,-19.584266469E-3,13.503582217E-3,-35.772140503E0,-20.182151347E-3,11.338572018E-3,310.63193455E-6,-20.428145304E-3,11.535240337E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,844.91918945E0,-20.504476562E3,11.660293945E3,4.9366083984E3,-20.456607422E3,12.79228418E3
741.28954481E-3,-314.87652588E0,-20.391123047E3,11.074639648E3,7.1799072266E3,-20.849914062E3,12.877166016E3,1.1022442627E3,-20.571208984E3,11.434032227E3,5.5283647962E-3,-19.647981972E-3,13.26224301E-3,-32.567462921E0,-20.320937037E-3,11.03608869E-3,583.50159088E-6,-20.510001108E-3,11.292953975E-3,11.019875977E3,14.856235352E3,13.724171875E3,13.174357422E3,14.783020508E3,14.626697266E3,1.1022442627E3,-20.571208984E3,11.434032227E3,5.2225517578E3,-20.53790625E3,12.529953125E3
741.33954481E-3,-83.551315308E0,-20.459267578E3,10.837450195E3,7.4811713867E3,-20.904099609E3,12.606551758E3,1.3582047119E3,-20.634658203E3,11.201125977E3,5.8227772824E-3,-19.70647648E-3,13.015532866E-3,-29.34213829E0,-20.453721285E-3,10.733569972E-3,804.8323798E-6,-20.562533289E-3,11.07112132E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,1.3582047119E3,-20.634658203E3,11.201125977E3,5.5051987305E3,-20.614611328E3,12.261623047E3
741.38954481E-3,147.45153809E0,-20.522476562E3,10.598365234E3,7.7799775391E3,-20.953275391E3,12.331853516E3,1.6125762939E3,-20.695269531E3,10.960856445E3,6.1137364246E-3,-19.758906215E-3,12.763879262E-3,-26.096511841E0,-20.58127895E-3,10.430713184E-3,1.0758257704E-3,-20.636793226E-3,10.818622075E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,1.6125762939E3,-20.695269531E3,10.960856445E3,5.7832133789E3,-20.685197266E3,11.988350586E3
741.43954481E-3,377.75814819E0,-20.580859375E3,10.357492188E3,8.0759516602E3,-20.996984375E3,12.053197266E3,1.8629244385E3,-20.752490234E3,10.713790039E3,6.4003202133E-3,-19.804624841E-3,12.50772085E-3,-22.831251144E0,-20.704237744E-3,10.127172805E-3,1.2932849349E-3,-20.681779832E-3,10.586548597E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,1.8629244385E3,-20.752490234E3,10.713790039E3,6.0559672852E3,-20.748435547E3,11.711100586E3
741.48954481E-3,607.20239258E0,-20.634427734E3,10.114947266E3,8.3687841797E3,-21.034832031E3,11.770766602E3,2.1067878418E3,-20.805685547E3,10.460755859E3,6.6822357476E-3,-19.84330453E-3,12.247386388E-3,-19.547706604E0,-20.823126659E-3,9.8225120455E-3,1.5571089461E-3,-20.7477808E-3,10.324782692E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,2.1067878418E3,-20.805685547E3,10.460755859E3,6.3238129883E3,-20.803539062E3,11.430532227E3
741.53954481E-3,835.70257568E0,-20.683058594E3,9.8708798828E3,8.6582529297E3,-21.066509766E3,11.484800781E3,2.344015625E3,-20.855027344E3,10.201856445E3,6.9598648697E-3,-19.874934107E-3,11.98302675E-3,-16.248241425E0,-20.938228816E-3,9.5163630322E-3,1.7657080898E-3,-20.784195513E-3,10.084107518E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,2.344015625E3,-20.855027344E3,10.201856445E3,6.5878491211E3,-20.850107422E3,11.147055664E3
741.58954481E-3,1.063284668E3,-20.726548828E3,9.6254140625E3,8.9442646484E3,-21.091810547E3,11.195561523E3,2.5767336426E3,-20.901314453E3,9.9366728516E3,7.2338292375E-3,-19.899679348E-3,11.714861728E-3,-12.936331749E0,-21.049689502E-3,9.2083429918E-3,2.0218500867E-3,-20.842090249E-3,9.8136626184E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,2.5767336426E3,-20.901314453E3,9.9366728516E3,6.8493745117E3,-20.888001953E3,10.861070312E3
741.63954481E-3,1.2902209473E3,-20.764753906E3,9.3785322266E3,9.2268710938E3,-21.110660156E3,10.903311523E3,2.8071594238E3,-20.944841797E3,9.6654628906E3,7.5046280399E-3,-19.917741418E-3,11.443337426E-3,-9.6163835526E0,-21.157419309E-3,8.8981818408E-3,2.2256288212E-3,-20.870970562E-3,9.5642274246E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,2.8071594238E3,-20.944841797E3,9.6654628906E3,7.1093818359E3,-20.917220703E3,10.573182617E3
741.68954481E-3,1.5170244141E3,-20.79765625E3,9.1300527344E3,9.5062548828E3,-21.123099609E3,10.60830957E3,3.0358486328E3,-20.984552734E3,9.3899970703E3,7.7724065632E-3,-19.929278642E-3,11.169215664E-3,-6.293255806E0,-21.261258051E-3,8.5855890065E-3,2.4789427407E-3,-20.920775831E-3,9.2862350866E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,3.0358486328E3,-20.984552734E3,9.3899970703E3,7.3683447266E3,-20.937859375E3,10.28425E3
741.73954481E-3,1.7441660156E3,-20.825277344E3,8.87978125E3,9.7826533203E3,-21.129267578E3,10.310818359E3,3.2622956543E3,-21.018458984E3,9.1130292969E3,8.0371340737E-3,-19.934469834E-3,10.893397965E-3,-2.9715285301E0,-21.36092633E-3,8.2703484222E-3,2.6803289074E-3,-20.939681679E-3,9.0319216251E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,3.2622956543E3,-21.018458984E3,9.1130292969E3,7.6263510742E3,-20.950160156E3,9.9952158203E3
741.78954481E-3,1.9717336426E3,-20.84753125E3,8.6276972656E3,10.056298828E3,-21.129353516E3,10.011119141E3,3.4869924316E3,-21.044900391E3,8.8368789062E3,8.2989614457E-3,-19.933616742E-3,10.616625659E-3,345.25796771E-3,-21.456200629E-3,7.9521825537E-3,2.9314160347E-3,-20.97719349E-3,8.752156049E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,3.4869924316E3,-21.044900391E3,8.8368789062E3,7.8834472656E3,-20.954582031E3,9.7068369141E3
741.83954481E-3,2.199390625E3,-20.864181641E3,8.3739863281E3,10.327391602E3,-21.123587891E3,9.7094921875E3,3.7123657227E3,-21.063408203E3,8.5625175781E3,8.5584651679E-3,-19.927224144E-3,10.339278728E-3,3.6550691128E0,-21.54680714E-3,7.6309223659E-3,3.1323414296E-3,-20.982371643E-3,8.4981722757E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,3.7123657227E3,-21.063408203E3,8.5625175781E3,8.1399506836E3,-20.951830078E3,9.4194501953E3
741.88954481E-3,2.426732666E3,-20.874996094E3,8.118859375E3,10.596125977E3,-21.11221875E3,9.4061855469E3,3.9413623047E3,-21.074375E3,8.2899248047E3,8.8166380301E-3,-19.915942103E-3,10.061298497E-3,6.9572997093E0,-21.632511169E-3,7.3064561002E-3,3.3860134427E-3,-21.005913615E-3,8.219499141E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,3.9413623047E3,-21.074375E3,8.2899248047E3,8.3965332031E3,-20.942787109E3,9.1329238281E3
741.93954481E-3,2.6537248535E3,-20.879947266E3,7.8623261719E3,10.862702148E3,-21.095513672E3,9.1013789062E3,4.1752001953E3,-21.078125E3,8.0190698242E3,9.0745044872E-3,-19.900407642E-3,9.7824130207E-3,10.252230644E0,-21.712964401E-3,6.9789197296E-3,3.5919970833E-3,-20.997488871E-3,7.966639474E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,4.1752001953E3,-21.078125E3,8.0190698242E3,8.6539951172E3,-20.928351562E3,8.8468251953E3
741.98954481E-3,2.8807973633E3,-20.879269531E3,7.604128418E3,11.127314453E3,-21.073728516E3,8.7951865234E3,4.4127666016E3,-21.074492188E3,7.7503173828E3,9.3327723444E-3,-19.881077111E-3,9.5023196191E-3,13.540403366E0,-21.787857637E-3,6.6485712305E-3,3.8509066217E-3,-21.007588133E-3,7.6892226934E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,4.4127666016E3,-21.074492188E3,7.7503173828E3,8.9128603516E3,-20.909222656E3,8.5607119141E3
742.03954481E-3,3.1084995117E3,-20.873328125E3,7.3439072266E3,11.390107422E3,-21.047064453E3,8.4876699219E3,4.6522734375E3,-21.063308594E3,7.4838710938E3,9.5915384591E-3,-19.85812746E-3,9.2209046707E-3,16.822332382E0,-21.856872365E-3,6.3158362173E-3,4.0607177652E-3,-20.985754207E-3,7.4377278797E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,4.6522734375E3,-21.063308594E3,7.4838710938E3,9.1730576172E3,-20.885744141E3,8.2743642578E3
742.08954481E-3,3.3370405273E3,-20.862425781E3,7.0814365234E3,11.651131836E3,-21.015646484E3,8.1788637695E3,4.8932412109E3,-21.045074219E3,7.2190634766E3,9.8504116759E-3,-19.831486046E-3,8.9381644502E-3,20.098676682E0,-21.919872612E-3,5.9810811654E-3,4.3222866952E-3,-20.982883871E-3,7.1611828171E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,4.8932412109E3,-21.045074219E3,7.2190634766E3,9.4339248047E3,-20.857896484E3,7.9878051758E3
742.13954481E-3,3.566121582E3,-20.846716797E3,6.8167177734E3,11.910344727E3,-20.979511719E3,7.8687768555E3,5.1365991211E3,-21.020869141E3,6.9544926758E3,10.108724236E-3,-19.800929353E-3,8.6541250348E-3,23.370611191E0,-21.976845339E-3,5.6446711533E-3,4.5350389555E-3,-20.949257538E-3,6.9091646001E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,5.1365991211E3,-21.020869141E3,6.9544926758E3,9.6945537109E3,-20.825433594E3,7.7010927734E3
742.18954481E-3,3.79515625E3,-20.826283203E3,6.5498916016E3,12.167643555E3,-20.938632812E3,7.5573852539E3,5.3829023438E3,-20.991535156E3,6.6889609375E3,10.365877301E-3,-19.766198471E-3,8.3686262369E-3,26.639972687E0,-22.027971223E-3,5.3068413399E-3,4.8001101241E-3,-20.935865119E-3,6.6305431537E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,5.3829023438E3,-20.991535156E3,6.6889609375E3,9.9542441406E3,-20.788091797E3,7.4140473633E3
742.23954481E-3,4.0236044922E3,-20.801240234E3,6.2810922852E3,12.422893555E3,-20.892919922E3,7.2446225586E3,5.6307978516E3,-20.957021484E3,6.4221787109E3,10.621456429E-3,-19.727058709E-3,8.0812927336E-3,29.909011841E0,-22.073457018E-3,4.9678524956E-3,5.0154789351E-3,-20.8923053E-3,6.3756043091E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,5.6307978516E3,-20.957021484E3,6.4221787109E3,10.212741211E3,-20.745708984E3,7.126112793E3
742.28954481E-3,4.2511147461E3,-20.771746094E3,6.0103999023E3,12.675935547E3,-20.842253906E3,6.9303891602E3,5.8775219727E3,-20.916708984E3,6.1544150391E3,10.87519899E-3,-19.683292136E-3,7.7915922739E-3,33.179801941E0,-22.113580257E-3,4.6279015951E-3,5.2802246064E-3,-20.868644118E-3,6.0941469856E-3,11.020363281E3,14.856643555E3,13.72453418E3,13.174532227E3,14.783165039E3,14.626834961E3,5.8775219727E3,-20.916708984E3,6.1544150391E3,10.470080078E3,-20.69821875E3,6.8364619141E3
742.33954481E-3,4.4774443359E3,-20.737908203E3,5.7378935547E3,12.926571289E3,-20.786476562E3,6.6145717773E3,6.1208481445E3,-20.870384766E3,5.8854545898E3,11.126795784E-3,-19.634658471E-3,7.4990098365E-3,36.453624725E0,-22.148538381E-3,4.287244752E-3,5.4919612594E-3,-20.814413205E-3,5.8364477009E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,6.1208481445E3,-20.870384766E3,5.8854545898E3,10.726168945E3,-20.645539062E3,6.5442836914E3
742.38954481E-3,4.7023583984E3,-20.699724609E3,5.4636933594E3,13.174553711E3,-20.725417969E3,6.2970615234E3,6.3602915039E3,-20.818839844E3,5.6140268555E3,11.375703849E-3,-19.58085224E-3,7.203233894E-3,39.730583191E0,-22.17854932E-3,3.9460593835E-3,5.7511655614E-3,-20.780466497E-3,5.5513940752E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,6.3602915039E3,-20.818839844E3,5.6140268555E3,10.980424805E3,-20.587466797E3,6.2490458984E3
742.43954481E-3,4.9256660156E3,-20.657109375E3,5.1879277344E3,13.419604492E3,-20.658904297E3,5.9777670898E3,6.596300293E3,-20.763400391E3,5.3383652344E3,11.621124111E-3,-19.521502778E-3,6.9042081013E-3,43.009471893E0,-22.203721106E-3,3.6045419984E-3,5.9572132304E-3,-20.717253909E-3,5.2882763557E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,6.596300293E3,-20.763400391E3,5.3383652344E3,11.231738281E3,-20.523708984E3,5.9505751953E3
742.48954481E-3,5.1472993164E3,-20.609982422E3,4.9106606445E3,13.661423828E3,-20.586796875E3,5.6566210938E3,6.8285341797E3,-20.704935547E3,5.0573286133E3,11.862144805E-3,-19.456259906E-3,6.602098234E-3,46.287948608E0,-22.224165499E-3,3.2627617475E-3,6.2106638215E-3,-20.675618201E-3,4.9960757606E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,6.8285341797E3,-20.704935547E3,5.0573286133E3,11.47878418E3,-20.454011719E3,5.6489208984E3
742.53954481E-3,5.3672578125E3,-20.558283203E3,4.6318964844E3,13.899706055E3,-20.508990234E3,5.3335927734E3,7.0553388672E3,-20.643341797E3,4.7709375E3,12.098059058E-3,-19.384885207E-3,6.2970942818E-3,49.562885284E0,-22.239884362E-3,2.9207617044E-3,6.4097209834E-3,-20.605161786E-3,4.7251186334E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,7.0553388672E3,-20.643341797E3,4.7709375E3,11.720454102E3,-20.378300781E3,5.3441313477E3
742.58954481E-3,5.5853994141E3,-20.501910156E3,4.3516699219E3,14.134140625E3,-20.425431641E3,5.0086928711E3,7.2750922852E3,-20.577996094E3,4.479875E3,12.32857164E-3,-19.30735074E-3,5.9893201105E-3,52.830860138E0,-22.250887007E-3,2.5784275495E-3,6.6540446132E-3,-20.555749536E-3,4.425550811E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,7.2750922852E3,-20.577996094E3,4.479875E3,11.956133789E3,-20.296763672E3,5.0361147461E3
742.63954481E-3,5.8012983398E3,-20.44065625E3,4.0701159668E3,14.364431641E3,-20.336113281E3,4.6819746094E3,7.4879077148E3,-20.508533203E3,4.1846220703E3,12.553867884E-3,-19.223826006E-3,5.6787645444E-3,56.088527679E0,-22.2570654E-3,2.235627966E-3,6.8428535014E-3,-20.476801321E-3,4.1480008513E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,7.4879077148E3,-20.508533203E3,4.1846220703E3,12.185699219E3,-20.209785156E3,4.7246616211E3
742.68954481E-3,6.0143891602E3,-20.374240234E3,3.7874074707E3,14.590332031E3,-20.24109375E3,4.3535200195E3,7.6957348633E3,-20.435095703E3,3.8852260742E3,12.774376199E-3,-19.134620205E-3,5.365436431E-3,59.332775116E0,-22.258292884E-3,1.8921504961E-3,7.0778117515E-3,-20.41855827E-3,3.8423023652E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,7.6957348633E3,-20.435095703E3,3.8852260742E3,12.409291992E3,-20.117837891E3,4.4096015625E3
742.73954481E-3,6.2243173828E3,-20.302435547E3,3.5036025391E3,14.811674805E3,-20.140492188E3,4.0234226074E3,7.9007045898E3,-20.357835938E3,3.5818518066E3,12.990511954E-3,-19.040048122E-3,5.0494833849E-3,62.560585022E0,-22.254263982E-3,1.547885593E-3,7.2594950907E-3,-20.330786705E-3,3.5588229075E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,7.9007045898E3,-20.357835938E3,3.5818518066E3,12.6270625E3,-20.021363281E3,4.0909753418E3
742.78954481E-3,6.4311918945E3,-20.225175781E3,3.2185466309E3,15.028384766E3,-20.034492188E3,3.6917868652E3,8.1035048828E3,-20.276375E3,3.2753481445E3,13.202449307E-3,-18.940366805E-3,4.7313151881E-3,65.76877594E0,-22.244630381E-3,1.2027393095E-3,7.4889627285E-3,-20.263453946E-3,3.2478102949E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,8.1035048828E3,-20.276375E3,3.2753481445E3,12.839040039E3,-19.920710938E3,3.7691103516E3
742.83954481E-3,6.6354887695E3,-20.142501953E3,2.9319533691E3,15.240451172E3,-19.923316406E3,3.3587307129E3,8.3034873047E3,-20.189955078E3,2.9670544434E3,13.410186395E-3,-18.835781142E-3,4.4115157798E-3,68.953941345E0,-22.228928283E-3,856.73027206E-6,7.6654348522E-3,-20.165892318E-3,2.9602018185E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,8.3034873047E3,-20.189955078E3,2.9670544434E3,13.045174805E3,-19.81615625E3,3.4445544434E3
742.88954481E-3,6.8376918945E3,-20.054421875E3,2.6436035156E3,15.447904297E3,-19.807208984E3,3.0243972168E3,8.500203125E3,-20.098113281E3,2.6580100098E3,13.613739051E-3,-18.726529554E-3,4.0906947106E-3,72.112800598E0,-22.206788883E-3,509.81354434E-6,7.8893303871E-3,-20.088005811E-3,2.646374749E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,8.500203125E3,-20.098113281E3,2.6580100098E3,13.245519531E3,-19.707962891E3,3.1179057617E3
742.93954481E-3,7.0379995117E3,-19.960820312E3,2.3534914551E3,15.650799805E3,-19.686408203E3,2.6889484863E3,8.6945302734E3,-20.001125E3,2.3484587402E3,13.813359663E-3,-18.612941727E-3,3.7692971528E-3,75.242729187E0,-22.177886218E-3,161.95840726E-6,8.0607887357E-3,-19.979748875E-3,2.3566517048E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,8.6945302734E3,-20.001125E3,2.3484587402E3,13.440414062E3,-19.596449219E3,2.7896264648E3
742.98954481E-3,7.2363422852E3,-19.861505859E3,2.0617949219E3,15.849232422E3,-19.561162109E3,2.3525461426E3,8.8881210938E3,-19.899646484E3,2.0382258301E3,14.009583741E-3,-18.495446071E-3,3.4475417342E-3,78.342247009E0,-22.142082453E-3,-186.96482584E-6,8.2812653854E-3,-19.891615957E-3,2.0408353303E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,8.8881210938E3,-19.899646484E3,2.0382258301E3,13.630549805E3,-19.482007812E3,2.4599489746E3
743.03954481E-3,7.4326347656E3,-19.756357422E3,1.768715332E3,16.04334668E3,-19.431712891E3,2.0153326416E3,9.0819042969E3,-19.793935547E3,1.7275479736E3,14.20307532E-3,-18.374504521E-3,3.1254859641E-3,81.411132812E0,-22.09928073E-3,-537.0148574E-6,8.4508955479E-3,-19.773587584E-3,1.7492867773E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,9.0819042969E3,-19.793935547E3,1.7275479736E3,13.816841797E3,-19.365054688E3,2.1289248047E3
743.08954481E-3,7.6269760742E3,-19.6454375E3,1.4743532715E3,16.233327148E3,-19.298287109E3,1.6774273682E3,9.2754179688E3,-19.683515625E3,1.4174068604E3,14.394389465E-3,-18.250502646E-3,2.8031507973E-3,84.450141907E0,-22.04952389E-3,-888.24681006E-6,8.669805713E-3,-19.675508142E-3,1.4325366355E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,9.2754179688E3,-19.683515625E3,1.4174068604E3,14.000146484E3,-19.245919922E3,1.7965936279E3
743.13954481E-3,7.8196235352E3,-19.52896875E3,1.1787141113E3,16.419355469E3,-19.161083984E3,1.3389428711E3,9.4677255859E3,-19.567660156E3,1.1089654541E3,14.583790675E-3,-18.123693764E-3,2.4806447327E-3,87.46056366E0,-21.992862225E-3,-1.240568934E-3,8.8371643797E-3,-19.546901807E-3,1.1414169567E-3,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,9.4677255859E3,-19.567660156E3,1.1089654541E3,14.180991211E3,-19.124732422E3,1.4631616211E3
743.18954481E-3,8.0108237305E3,-19.407238281E3,881.80279541E0,16.601568359E3,-19.020242188E3,1.0000019531E3,9.6588066406E3,-19.446171875E3,802.69573975E0,14.771255665E-3,-17.99418591E-3,2.1581547335E-3,90.443847656E0,-21.929495037E-3,-1.5938743018E-3,9.0533588082E-3,-19.437840208E-3,826.13900304E-6,11.020860352E3,14.857023438E3,13.724907227E3,13.174732422E3,14.783308594E3,14.626975586E3,9.6588066406E3,-19.446171875E3,802.69573975E0,14.359488281E3,-19.001371094E3,1.1290705566E3
