Time,BUS10Va,BUS10Vb,BUS10Vc,L4Ia_FLT,L4Ib_FLT,L4Ic_FLT
0.129639545,925.0109863,14312.46777,-17414.51172,0.00653787,0.014281216,-0.018143099
0.129689545,923.678894,14571.45313,-17250.76953,0.00627218,0.014555598,-0.017991321
0.129739545,924.3695068,14825.46191,-17086.78906,0.0022431,0.014826011,-0.017833117
0.129789545,926.1364746,15074.5752,-16922.67578,0.00712273,0.015089821,-0.017671868
0.129839545,928.0040283,15319.30469,-16758.56641,0.00688157,0.015350409,-0.017501885
0.129889545,929.0805664,15560.32324,-16594.42969,-0.00354741,0.015602408,-0.017324375
0.129939545,928.6384888,15797.93848,-16429.62891,0.00334668,0.015848905,-0.017133771
0.129989545,926.1171875,16031.84277,-16262.78613,-0.00282494,0.016087104,-0.016933929
0.130039545,921.0534668,16261.39746,-16092.12988,-0.00079259,0.016322574,-0.016722064
0.130089545,912.9924927,16486.11914,-15916.05371,0.01531462,0.016552139,-0.016502501
0.130139545,901.4429932,16705.84766,-15733.38574,0.00886446,0.016778678,-0.016270852
0.130189545,885.9002075,16920.44141,-15543.21094,-0.00196799,0.01699727,-0.016030286
0.130239545,865.9142456,17129.36719,-15344.56641,0.00286683,0.01721205,-0.015777668
0.130289545,841.1656494,17331.67969,-15136.42188,0.00512317,0.017420894,-0.01551894
0.130339545,811.5255127,17526.40039,-14918.00977,-0.00392943,0.017628953,-0.015252575
0.130389545,777.0971069,17712.93945,-14689.13965,0.01962984,0.017832018,-0.014983432
0.130439545,738.2352295,17891.10156,-14450.13965,0.01020552,0.018032191,-0.014707583
0.130489545,695.5343628,18060.83594,-14201.51367,0.0165706,0.018224452,-0.014428852
0.130539545,649.7850342,18222.05664,-13943.69141,0.00730327,0.018412996,-0.01414464
0.130589545,601.9152832,18374.81836,-13677.15137,0.01185947,0.018595319,-0.013860614
0.130639545,552.9431152,18519.64844,-13402.74512,0.01668669,0.01877575,-0.013574013
0.130689545,503.9417419,18657.57422,-13121.80664,0.01138225,0.018949613,-0.013287991
0.130739545,455.9996338,18789.78711,-12835.86035,-0.00402821,0.019119373,-0.012997278
0.130789545,410.1539917,18917.17773,-12546.2002,-0.00392315,0.019280951,-0.012704904
0.130839545,367.3053284,19040.23828,-12253.76465,0.00853122,0.019439105,-0.012407683
0.130889545,328.1431885,19159.34766,-11959.38867,0.00164909,0.019591097,-0.01211038
0.130939545,293.1105347,19275.11914,-11664.12695,0.01549867,0.019740574,-0.011809223
0.130989545,262.4056397,19388.375,-11369.2168,0.01062287,0.019882644,-0.011506825
0.131039545,236.003418,19499.80273,-11075.69238,0.01569692,0.020020308,-0.011198337
0.131089545,213.6829681,19609.6543,-10784.01465,0.00058396,0.02015039,-0.010887783
0.131139545,195.0637817,19717.8125,-10494.07617,-0.002372,0.020278111,-0.010572802
0.131189545,179.6555481,19824.11914,-10205.52148,0.0193876,0.02040061,-0.01025833
0.131239545,166.9112396,19928.61914,-9918.017578,0.0110923,0.020521224,-0.00994054
0.131289545,156.2628937,20031.42578,-9631.199219,0.01002003,0.020635126,-0.009622434
0.131339545,147.1307678,20132.44336,-9344.436523,0.01844212,0.0207457,-0.00930023
0.131389545,138.9176788,20231.25,-9056.795898,-0.00227353,0.020849993,-0.008979048
0.131439545,131.0092316,20327.29297,-8767.3125,0.00146946,0.02095289,-0.008656953
0.131489545,122.7890854,20420.17773,-8475.354492,0.00607973,0.02105088,-0.008338474
0.131539545,113.6632156,20509.68945,-8180.688477,0.00597897,0.021146858,-0.008019173
0.131589545,103.0861969,20595.53906,-7883.228027,0.0190809,0.021236109,-0.007701741
0.131639545,90.5931015,20677.15039,-7582.755371,0.01273097,0.02132231,-0.007382334
0.131689545,75.84236145,20753.73242,-7278.965332,-0.00392471,0.021402486,-0.0070656
0.131739545,58.66057587,20824.63086,-6971.780762,0.01301422,0.021480916,-0.006748481
0.131789545,39.06575012,20889.5957,-6661.586426,0.00940616,0.021553358,-0.006434105
0.131839545,17.2509079,20948.69141,-6349.093262,0.01557383,0.021622352,-0.006117185
0.131889545,-6.465470791,21001.99023,-6034.959961,0.01434498,0.021683427,-0.005800295
0.131939545,-31.69581604,21049.34766,-5719.540527,0.0165402,0.021740681,-0.005479759
0.131989545,-58.02404404,21090.51953,-5403.002441,0.01592437,0.021791305,-0.005159963
0.132039545,-85.02872467,21125.41992,-5085.626953,0.00795916,0.021839349,-0.004837187
0.132089545,-112.3018875,21154.21484,-4767.947266,0.01399177,0.021880353,-0.004514104
0.132139545,-139.4728546,21177.14453,-4450.572266,0.00788143,0.021916965,-0.004185847
0.132189545,-166.2339935,21194.23438,-4133.919434,0.00383666,0.021945123,-0.003856126
0.132239545,-192.3611145,21205.25781,-3818.156738,-0.00039235,0.021969156,-0.003522478
0.132289545,-217.7265167,21209.95703,-3503.404297,0.0102026,0.021986082,-0.003189984
0.132339545,-242.3054504,21208.27148,-3189.920898,0.00224217,0.021999501,-0.002855292
0.132389545,-266.1712647,21200.32422,-2878.029541,0.00423729,0.022004785,-0.002521568
0.132439545,-289.4686585,21186.19336,-2567.84375,0.0070152,0.022004882,-0.002184796
0.132489545,-312.3643799,21165.75586,-2259.10376,0.0014092,0.021996304,-0.00184942
0.132539545,-334.9924316,21138.80078,-1951.323853,0.00901149,0.021983679,-0.001513101
0.132589545,-357.422699,21105.31055,-1644.113892,-0.00397073,0.021963904,-0.001180357
0.132639545,-379.6685181,21065.58984,-1337.341675,0.01254144,0.02194031,-0.000847188
0.132689545,-401.7224731,21020.10352,-1030.985474,-0.00168899,0.02190836,-0.000516493
0.132739545,-423.5947876,20969.17578,-724.8660278,0.0183512,0.021871477,-0.000184358
0.132789545,-445.3320618,20912.86914,-418.5749207,-0.00460735,0.021826707,0.000144908
0.132839545,-467.0144348,20851.14844,-111.6896744,0.01699076,0.021778774,0.000474335
0.132889545,-488.7387695,20784.13281,195.9546356,0.00992421,0.021724312,0.000800472
0.132939545,-510.596283,20712.12305,504.22229,0.00982849,0.021666396,0.001128087
0.132989545,-532.6497803,20635.41992,812.8897705,-0.00358227,0.021600652,0.001454461
0.133039545,-554.9165649,20554.11328,1121.86853,0.00142022,0.021530887,0.00178328
0.133089545,-577.3658447,20468.11523,1431.205078,0.00076,0.021454327,0.002110155
0.133139545,-599.93396,20377.38477,1740.89856,0.00151845,0.021375375,0.002438315
0.133189545,-622.5460815,20282.0957,2050.782959,0.00571433,0.021290176,0.002764568
0.133239545,-645.1290283,20182.54297,2360.637695,0.00272403,0.021201596,0.003093571
0.133289545,-667.6068115,20078.90625,2670.409668,0.00410418,0.021105573,0.003422187
0.133339545,-689.8868408,19971.13281,2980.286865,0.01215399,0.021006305,0.003753694
0.133389545,-711.8562012,19859.07617,3290.526856,6.164e-05,0.020901062,0.004083653
0.133439545,-733.394165,19742.7207,3601.211914,0.01731331,0.020793797,0.004415425
0.133489545,-754.3955689,19622.22266,3912.19458,0.01968624,0.020680163,0.004745722
0.133539545,-774.7888794,19497.73047,4223.277344,0.00975727,0.02056285,0.005078573
0.133589545,-794.5435181,19369.13672,4534.422852,0.0123066,0.020437904,0.005409948
0.133639545,-813.6662598,19236.09375,4845.755371,0.00848882,0.020309461,0.005742395
0.133689545,-832.1918945,19098.2168,5157.348633,0.00503245,0.020174338,0.006071243
0.133739545,-850.1674194,18955.31641,5469.041016,0.00078443,0.020035861,0.006399873
0.133789545,-867.6310425,18807.37695,5780.470703,0.01737918,0.019889476,0.006724979
0.133839545,-884.5908814,18654.37109,6091.289063,0.00835785,0.019738255,0.007050345
0.133889545,-901.0159302,18496.13867,6401.31543,0.00999812,0.01957898,0.007371787
0.133939545,-916.8435059,18332.47656,6710.474609,0.00188791,0.019416319,0.007692068
0.133989545,-931.99823,18163.35742,7018.613281,0.01767014,0.019247349,0.008007193
0.134039545,-946.4102173,17989.02148,7325.42334,-0.00210479,0.019075675,0.008321303
0.134089545,-960.0264893,17809.8457,7630.560059,0.00367711,0.018897446,0.008631663
0.134139545,-972.8192139,17626.13477,7933.821777,-0.00435945,0.018716728,0.008942356
0.134189545,-984.7966919,17438.08789,8235.175781,0.01307877,0.018531142,0.009249524
0.134239545,-996.0159302,17245.94141,8534.595703,0.0193282,0.018345591,0.009556409
0.134289545,-1006.589905,17050.13477,8831.888672,0.00128889,0.018156942,0.009859539
0.134339545,-1016.684143,16851.26563,9126.711914,0.0067733,0.017968476,0.010163212
0.134389545,-1026.505371,16649.87305,9418.769531,0.01738692,0.017776176,0.01046436
0.134439545,-1036.288818,16446.26172,9707.967773,0.00596061,0.017583815,0.010766404
0.134489545,-1046.286743,16240.54004,9994.37793,0.00701691,0.01738829,0.011064966
0.134539545,-1056.751953,16032.81641,10278.04492,0.00534827,0.017193267,0.01136305
0.134589545,-1067.914429,15823.31152,10558.86914,0.01188472,0.016994329,0.011657104
0.134639545,-1079.95398,15612.25977,10836.68848,0.0053079,0.016793814,0.011951145
0.134689545,-1092.976074,15399.71387,11111.4668,0.00698187,0.016587231,0.012241601
0.134739545,-1106.999512,15185.45801,11383.37598,0.01542145,0.016377959,0.012531388
0.134789545,-1121.952393,14969.11523,11652.67481,-0.00493779,0.016162347,0.01281597
0.134839545,-1137.674561,14750.32227,11919.52637,0.00020364,0.015943423,0.013098495
0.134889545,-1153.927002,14528.75586,12183.95313,0.01319775,0.015716463,0.01337561
0.134939545,-1170.407959,14304.01367,12445.95215,-0.00300626,0.015484048,0.013651278
0.134989545,-1186.777954,14075.49023,12705.63184,-0.00056663,0.015242357,0.013921758
0.135039545,-1202.684448,13842.43555,12963.1875,-1.404e-05,0.01499545,0.014189942
0.135089545,-1217.778076,13604.14453,13218.7334,-0.00146151,0.014740252,0.014451664
0.135139545,-1231.719971,13360.11426,13472.17578,0.01516559,0.014480363,0.014710587
0.135189545,-1244.186523,13110.00586,13723.27344,0.00357984,0.014211946,0.014963714
0.135239545,-1254.881958,12853.50488,13971.81543,-0.00226058,0.013938696,0.015215006
0.135289545,-1263.55835,12590.25977,14217.72168,0.01158846,0.013657853,0.015460629
0.135339545,-1270.038086,12319.99902,14460.95508,-0.00051804,0.013374111,0.01570357
0.135389545,-1274.232178,12042.71582,14701.34961,0.01956055,0.013084646,0.015940044
0.135439545,-1276.151123,11758.72852,14938.55273,0.00813155,0.01279316,0.016174024
0.135489545,-1275.909058,11468.54883,15172.13574,0.00104248,0.012496024,0.01640252
0.135539545,-1273.721802,11172.70215,15401.76172,0.01796354,0.012197102,0.016629141
0.135589545,-1269.89502,10871.66797,15627.21191,0.00905938,0.011893523,0.016849736
0.135639545,-1264.805298,10565.96777,15848.2627,0.01908867,0.011589378,0.017067196
0.135689545,-1258.878052,10256.25488,16064.56055,0.01841747,0.011280995,0.017277827
0.135739545,-1252.567749,9943.276367,16275.64551,0.01274358,0.010971274,0.01748554
0.135789545,-1246.340576,9627.703125,16481.11133,0.01792965,0.010656104,0.017687026
0.135839545,-1240.653076,9310.021484,16680.72852,0.00231412,0.010339029,0.017885514
0.135889545,-1235.921631,8990.572266,16874.40625,0.00253667,0.010016899,0.018076789
0.135939545,-1232.487183,8669.682617,17062.05859,0.01417462,0.009693505,0.018264048
0.135989545,-1230.583862,8347.728516,17243.53906,0.00810431,0.009365122,0.018444056
0.136039545,-1230.322144,8025.049316,17418.74023,0.01887794,0.009034995,0.01862096
0.136089545,-1231.68811,7701.805176,17587.73828,-0.00136284,0.008699748,0.018791487
0.136139545,-1234.557007,7377.957031,17750.8125,0.00819128,0.00836371,0.018958885
0.136189545,-1238.715088,7053.389648,17908.32227,0.01516083,0.008024355,0.019119229
0.136239545,-1243.88855,6728.063477,18060.53906,0.01830301,0.007685894,0.019276105
0.136289545,-1249.773071,6402.039551,18207.61523,0.00012389,0.007345044,0.01942651
0.136339545,-1256.060303,6075.369141,18349.69336,0.00729021,0.007005558,0.019574422
0.136389545,-1262.455811,5747.983398,18487.0,0.01451289,0.006664525,0.019716209
0.136439545,-1268.687256,5419.723145,18619.80859,0.01768307,0.006326332,0.019854818
0.136489545,-1274.510254,5090.477051,18748.30469,0.00968415,0.005988034,0.019986263
0.136539545,-1279.714722,4760.281738,18872.49414,-0.00455142,0.005653038,0.020114085
0.136589545,-1284.131714,4429.287109,18992.24609,0.01294394,0.005317214,0.020235062
0.136639545,-1287.636475,4097.630371,19107.45313,0.00088489,0.00498351,0.020352725
0.136689545,-1290.1427,3765.372315,19218.08008,0.0052471,0.004648207,0.020463079
0.136739545,-1291.591675,3432.559326,19324.12305,0.01631146,0.004314706,0.020569021
0.136789545,-1291.941162,3099.328857,19425.47656,0.00647522,0.003979031,0.020666836
0.136839545,-1291.156616,2765.918213,19521.9375,-0.00197281,0.003643736,0.020760354
0.136889545,-1289.208618,2432.549561,19613.31836,0.0140663,0.003304323,0.02084651
0.136939545,-1286.070923,2099.304199,19699.55273,0.00261459,0.002963782,0.020928878
0.136989545,-1281.722412,1766.120606,19780.70898,-0.00046698,0.002618694,0.021003667
0.137039545,-1276.152222,1432.910034,19856.87109,0.00467241,0.00227283,0.021074178
0.137089545,-1269.365967,1099.666016,19928.04297,0.00542712,0.001922786,0.021137193
0.137139545,-1261.39209,766.4515991,19994.17578,0.01412027,0.001572045,0.021196812
0.137189545,-1252.281494,433.2975464,20055.28516,0.00908396,0.001217494,0.021249998
0.137239545,-1242.105347,100.1466522,20111.53125,0.0026029,0.000863664,0.021300223
0.137289545,-1230.952393,-233.0702057,20163.14648,0.0188472,0.000508549,0.02134373
0.137339545,-1218.929932,-566.2894898,20210.30469,0.01589765,0.000156976,0.021383947
0.137389545,-1206.168945,-899.2412109,20253.06641,0.00600525,-0.000193618,0.021417711
0.137439545,-1192.827881,-1231.508545,20291.42773,0.01808416,-0.000539058,0.021448895
0.137489545,-1179.093872,-1562.638916,20325.41211,-0.00164084,-0.000881933,0.021474065
0.137539545,-1165.182495,-1892.180298,20355.08984,0.01101006,-0.001217646,0.021496305
0.137589545,-1151.334839,-2219.617188,20380.47461,0.01244988,-0.001548739,0.021511724
0.137639545,-1137.813355,-2544.30542,20401.43945,0.00230188,-0.001871484,0.021523729
0.137689545,-1124.890503,-2865.515869,20417.72656,-0.00098428,-0.002189785,0.02152916
0.137739545,-1112.831421,-3182.576416,20429.06836,0.00634434,-0.002500891,0.021531753
0.137789545,-1101.871704,-3494.994873,20435.2793,-0.00074211,-0.002808877,0.021527978
0.137839545,-1092.195435,-3802.464111,20436.25195,0.01987337,-0.003110854,0.021521
0.137889545,-1083.916016,-4104.788574,20431.87305,0.01382437,-0.003411194,0.021507252
0.137939545,-1077.059937,-4401.852051,20422.00195,0.01861292,-0.003707899,0.021490512
0.137989545,-1071.555298,-4693.693359,20406.5293,0.0189591,-0.004006126,0.021467863
0.138039545,-1067.187622,-4980.790527,20385.58594,0.01099259,-0.004308147,0.021443777
0.138089545,-1063.434082,-5264.867188,20359.88281,0.00379536,-0.004631953,0.021416686
0.138139545,-1059.27124,-5549.840332,20330.96094,0.00219933,-0.004984735,0.021390185
0.138189545,-1053.419678,-5840.999023,20300.50195,0.0092232,-0.005357562,0.021356074
0.138239545,-1045.226807,-6141.402832,20268.48242,0.01123325,-0.005720038,0.021310769
0.138289545,-1035.414307,-6448.476074,20231.89648,0.00937779,-0.00606075,0.021248663
0.138339545,-1025.64917,-6755.164063,20186.29102,0.01497013,-0.006383691,0.021179859
0.138389545,-1017.025452,-7055.711914,20129.75195,0.008977,-0.006707171,0.021112163
0.138439545,-1008.760925,-7350.830566,20065.92969,0.00213828,-0.007031089,0.021055005
0.138489545,-998.2667847,-7647.117676,20002.6875,0.00707563,-0.007350659,0.02099973
0.138539545,-982.4553833,-7951.263184,19946.73828,0.01102508,-0.007659618,0.020937823
0.138589545,-959.2077637,-8264.701172,19898.51953,0.01235218,-0.007974409,0.020858323
0.138639545,-928.2053223,-8583.52832,19851.75781,-0.00056844,-0.008309531,0.020767681
0.138689545,-891.161438,-8902.907227,19797.95117,0.00926316,-0.008670657,0.020670686
0.138739545,-851.6956787,-9220.988281,19731.75781,0.01305012,-0.009035209,0.020573501
0.138789545,-814.6141357,-9538.873047,19652.90039,0.01960761,-0.009382984,0.02046676
0.138839545,-784.2369995,-9857.885742,19563.96289,0.00720297,-0.009704211,0.020347528
0.138889545,-762.2531128,-10177.9375,19467.25195,0.01597201,-0.010016722,0.020215383
0.138939545,-746.5457153,-10498.47461,19363.76758,0.00953649,-0.010335309,0.020084577
0.138989545,-732.1836548,-10819.84961,19254.26367,-0.00314261,-0.010667437,0.019958099
0.139039545,-714.192627,-11142.40527,19139.86523,0.0051092,-0.010999081,0.019832624
0.139089545,-690.2582398,-11463.82324,19020.94531,0.01602149,-0.011322718,0.01969148
0.139139545,-661.6141357,-11778.15234,18895.875,0.0055655,-0.011634895,0.019534204
0.139189545,-631.8742676,-12078.73828,18762.11328,-0.00222136,-0.011946131,0.019370159
0.139239545,-604.9667358,-12363.06641,18619.36328,0.01873679,-0.01225556,0.019221216
0.139289545,-583.4754639,-12635.00195,18471.48242,0.00406802,-0.012559952,0.019090217
0.139339545,-567.9244385,-12902.03125,18324.32422,0.00787948,-0.012847866,0.018969202
0.139389545,-556.920044,-13169.7793,18180.87891,-0.00400186,-0.013123251,0.018838722
0.139439545,-548.0244141,-13438.53906,18038.30859,0.00346092,-0.013391814,0.018697567
0.139489545,-539.2079468,-13704.34375,17890.14063,-0.00392687,-0.013664219,0.018550593
0.139539545,-530.2647705,-13962.81543,17731.83789,0.00800685,-0.013933487,0.018408677
0.139589545,-523.151001,-14211.98535,17564.61133,0.01386509,-0.014190738,0.018264199
0.139639545,-520.6658325,-14452.11914,17394.2207,0.00790196,-0.014422742,0.018109815
0.139689545,-524.189209,-14683.88477,17226.45117,-0.00185229,-0.014634177,0.017939687
0.139739545,-532.144043,-14907.34863,17063.76367,0.01603612,-0.01483254,0.017768184
0.139789545,-540.4064331,-15122.5625,16905.52539,0.00431245,-0.015032554,0.017604213
0.139839545,-544.3613281,-15330.2832,16750.13867,0.01278601,-0.015235362,0.017448727
0.139889545,-541.1132202,-15531.39063,16595.91406,0.0072245,-0.015442455,0.017280675
0.139939545,-530.5100098,-15725.57617,16440.04883,0.00405721,-0.015648004,0.017087312
0.139989545,-514.7218628,-15911.22656,16278.09961,0.01973587,-0.015856553,0.016866604
0.140039545,-496.9748535,-16087.3916,16105.86231,0.01167653,-0.016068179,0.016638076
0.140089545,-480.1019592,-16256.16309,15922.32422,0.00351536,-0.016287265,0.016411619
0.140139545,-465.2796631,-16422.78125,15730.2832,0.00482291,-0.016506717,0.016188161
0.140189545,-451.2900085,-16592.66992,15533.31055,0.01202669,-0.016724359,0.015951831
0.140239545,-434.7687073,-16767.66016,15331.77051,0.01117837,-0.016934942,0.015699262
0.140289545,-411.6022034,-16944.78125,15122.01465,0.00083279,-0.017145732,0.015433329
0.140339545,-378.8389893,-17118.75,14899.76367,-0.00488041,-0.01735918,0.015167598
0.140389545,-335.9344177,-17286.01367,14664.37793,0.01070602,-0.017579755,0.014900113
0.140439545,-284.5652466,-17446.88086,14419.80078,0.00688445,-0.017798109,0.014626228
0.140489545,-227.3646698,-17604.33789,14171.42871,-0.00393429,-0.01800929,0.014337439
0.140539545,-166.6821137,-17761.29102,13922.20117,-0.00120744,-0.018207053,0.014044345
0.140589545,-104.1745758,-17918.98438,13671.48828,0.01404953,-0.01839985,0.013757836
0.140639545,-41.12511444,-18077.56836,13417.05762,0.01379921,-0.01859194,0.013487451
0.140689545,21.14963341,-18237.35352,13157.36035,0.00713023,-0.018788721,0.013220554
0.140739545,81.18401337,-18398.9082,12891.80957,0.00036151,-0.018981529,0.012944394
0.140789545,137.4103546,-18562.00195,12619.67481,-6.212e-05,-0.019167343,0.012648204
0.140839545,188.1599731,-18725.10156,12339.90625,0.00553305,-0.019342761,0.012342188
0.140889545,231.7404785,-18886.47656,12052.70508,0.00193551,-0.019516973,0.012035132
0.140939545,266.846344,-19045.85156,11761.00098,-0.00209232,-0.019690616,0.011735126
0.140989545,293.1966553,-19204.46094,11469.52832,-0.00439457,-0.01986305,0.011433767
0.141039545,311.8648682,-19362.94531,11181.70996,0.01669074,-0.020022502,0.011128027
0.141089545,324.8851013,-19519.16602,10897.17383,0.00225479,-0.020168977,0.010815193
0.141139545,334.34375,-19668.51758,10612.4082,0.00035617,-0.02030574,0.010504516
0.141189545,341.618988,-19806.97656,10323.95117,0.00879143,-0.020446358,0.01019548
0.141239545,347.2094421,-19934.18359,10031.05273,0.01679795,-0.020590782,0.009886712
0.141289545,351.0006409,-20053.57031,9735.385742,0.00392261,-0.020735446,0.009567975
0.141339545,352.545929,-20169.44141,9438.523438,-0.00237841,-0.020868037,0.009242076
0.141389545,351.2329102,-20283.80273,9139.956055,0.01487348,-0.020990616,0.00891353
0.141439545,346.5771179,-20395.76758,8837.535156,-0.00303048,-0.021106726,0.008594465
0.141489545,338.7862244,-20503.46289,8529.486328,-0.00461401,-0.021225197,0.008282735
0.141539545,329.2720337,-20605.95313,8215.708008,0.00968219,-0.021339202,0.00797418
0.141589545,320.5707092,-20703.19336,7897.26709,0.00097157,-0.021442292,0.007657418
0.141639545,315.5134888,-20794.59375,7575.194824,0.01467182,-0.021525498,0.007335267
0.141689545,316.177887,-20878.42969,7250.303711,0.00789891,-0.021598065,0.00700994
0.141739545,323.4208984,-20953.19141,6924.053711,-0.0048559,-0.021669716,0.006687881
0.141789545,337.2101746,-21019.37109,6598.910645,0.00535864,-0.021749761,0.006363569
0.141839545,357.1127625,-21079.3418,6277.173828,0.00187805,-0.021826809,0.006037179
0.141889545,382.290802,-21134.98828,5959.183594,0.01699293,-0.021891242,0.005705939
0.141939545,411.2196045,-21185.5957,5642.790527,0.00572858,-0.021937016,0.005376327
0.141989545,441.8853149,-21228.50391,5324.847656,0.01988367,-0.021977661,0.005046548
0.142039545,472.6469727,-21262.07617,5003.564941,0.01570832,-0.022020908,0.004718524
0.142089545,502.9745483,-21287.87305,4679.822754,0.01668455,-0.022069206,0.004388298
0.142139545,533.2288818,-21309.52148,4356.553711,0.01125506,-0.022108007,0.004059927
0.142189545,563.7226563,-21329.26953,4036.755615,-0.00314837,-0.022131979,0.003729388
0.142239545,594.1419678,-21345.51758,3721.644043,-0.00023455,-0.02214122,0.003398039
0.142289545,623.9263916,-21353.76758,3410.349365,0.01338894,-0.022149144,0.003062874
0.142339545,653.039856,-21349.97656,3101.303955,0.01537198,-0.022156656,0.002729858
0.142389545,682.1647949,-21333.13086,2793.913818,-0.00045225,-0.022160655,0.002397084
0.142439545,712.105896,-21304.99023,2488.9021,-0.00421854,-0.02214974,0.002064902
0.142489545,743.0872803,-21268.01953,2187.12085,0.00380971,-0.022128165,0.001725486
0.142539545,774.6157837,-21223.9375,1888.205811,0.01298233,-0.022102514,0.001381835
0.142589545,805.8204346,-21173.93164,1590.499512,0.00421751,-0.022083698,0.001036672
0.142639545,835.7182007,-21119.37109,1292.168213,0.00784408,-0.02206531,0.000699919
0.142689545,863.2365112,-21061.51172,992.1344605,0.00191289,-0.02204027,0.000368368
0.142739545,887.3972168,-21000.375,689.8305664,0.01341174,-0.021998949,3.83e-05
0.142789545,907.9439697,-20934.40234,384.3650513,-0.00129343,-0.021947946,-0.000299854
0.142839545,925.9667969,-20861.78906,74.52358246,-0.00318143,-0.021891803,-0.000641674
0.142889545,943.7269898,-20782.37695,-240.0036316,0.00674076,-0.021836841,-0.000983523
0.142939545,963.5237427,-20698.08594,-557.5075073,0.01291015,-0.021775855,-0.001318144
0.142989545,986.4290161,-20611.26758,-874.871521,0.00523485,-0.021707084,-0.00165234
0.143039545,1011.923096,-20522.53125,-1189.784546,0.00698726,-0.021627521,-0.001989116
0.143089545,1038.609497,-20430.2168,-1502.546509,0.01886206,-0.021545047,-0.002332102
0.143139545,1065.225464,-20332.01367,-1815.641724,0.01121057,-0.021459492,-0.002671216
0.143189545,1091.094238,-20227.1543,-2131.469238,0.00378611,-0.021372113,-0.003003457
0.143239545,1115.931152,-20117.18555,-2450.469238,0.01780425,-0.021275649,-0.003327661
0.143289545,1139.529907,-20004.82617,-2771.334473,0.00674571,-0.021172535,-0.003655263
0.143339545,1161.701782,-19892.17773,-3092.689697,0.00964038,-0.021063212,-0.003987546
0.143389545,1182.306152,-19779.77344,-3414.178467,-0.00472907,-0.020955028,-0.004322702
0.143439545,1201.10376,-19666.86914,-3735.869385,-0.00344671,-0.02084491,-0.004648312
0.143489545,1217.576782,-19552.1543,-4057.012695,-0.0019319,-0.020732103,-0.004964606
0.143539545,1231.131592,-19434.06836,-4375.887695,0.00205981,-0.020609008,-0.005274723
0.143589545,1241.719482,-19310.82031,-4691.020996,0.01678073,-0.020477457,-0.005589819
0.143639545,1250.292114,-19180.68555,-5002.249512,0.01024364,-0.020336084,-0.005906933
0.143689545,1258.479248,-19042.79492,-5310.226563,0.00498361,-0.020191008,-0.006222058
0.143739545,1267.594849,-18897.78125,-5614.89209,0.01954885,-0.020040976,-0.006526496
0.143789545,1277.789917,-18747.45898,-5914.829102,-0.00385228,-0.01988966,-0.006826619
0.143839545,1288.0625,-18593.54883,-6208.526367,0.00595162,-0.019733379,-0.007127411
0.143889545,1297.024658,-18436.41992,-6496.342773,0.00462669,-0.019574668,-0.007435681
0.143939545,1303.714966,-18274.96875,-6780.974609,0.00959808,-0.019410118,-0.007743341
0.143989545,1307.914673,-18107.77148,-7065.731445,0.00947168,-0.01924333,-0.008046605
0.144039545,1310.051148,-17934.5,-7352.237305,0.00810173,-0.019071594,-0.008342039
0.144089545,1311.058594,-17756.26172,-7639.754883,0.00730258,-0.01889785,-0.008639995
0.144139545,1312.291382,-17574.61523,-7926.558106,0.01897597,-0.018717952,-0.008943628
0.144189545,1315.272217,-17390.1543,-8211.708984,0.00282091,-0.018534679,-0.009254493
0.144239545,1321.19458,-17201.9668,-8495.475586,0.00462739,-0.018346062,-0.00956203
0.144289545,1330.515259,-17008.36914,-8778.376953,-0.00010048,-0.018157218,-0.009864984
0.144339545,1343.039673,-16808.11133,-9060.352539,0.01172497,-0.017965119,-0.010163394
0.144389545,1358.437988,-16600.96289,-9341.111328,-0.00391753,-0.017770154,-0.010466794
0.144439545,1376.649536,-16387.39844,-9621.067383,-0.00089335,-0.017565623,-0.010773489
0.144489545,1397.751221,-16168.06152,-9901.477539,0.00379455,-0.017354233,-0.011081317
0.144539545,1421.470947,-15943.70703,-10183.375,0.01959659,-0.017136464,-0.011381023
0.144589545,1446.924316,-15715.54297,-10466.48438,0.01974352,-0.016919823,-0.011675558
0.144639545,1472.886719,-15485.14844,-10749.41113,0.0143681,-0.016701685,-0.011966892
0.144689545,1498.322388,-15253.63281,-11031.02832,-0.00318387,-0.016481513,-0.012262129
0.144739545,1522.667725,-15020.71094,-11311.54785,0.01043235,-0.016252425,-0.012556191
0.144789545,1545.711914,-14784.76856,-11592.04981,-0.00278749,-0.016017938,-0.012846896
0.144839545,1567.369263,-14544.12305,-11872.92188,0.00267145,-0.015778393,-0.013128443
0.144889545,1587.635132,-14298.39746,-12152.81445,0.00662578,-0.015538844,-0.013406563
0.144939545,1606.654297,-14048.66309,-12429.19434,0.00727033,-0.015293743,-0.013682226
0.144989545,1624.630493,-13796.22852,-12699.92383,-0.000328,-0.015042502,-0.013959207
0.145039545,1641.532715,-13541.35938,-12964.35156,-0.0039335,-0.01478197,-0.014230901
0.145089545,1656.89624,-13283.22949,-13223.0957,0.00486951,-0.01451991,-0.014497132
0.145139545,1669.983765,-13021.05957,-13477.03516,0.00139451,-0.01425747,-0.01475528
0.145189545,1680.175903,-12755.14648,-13726.67285,-0.00065374,-0.013996712,-0.015011962
0.145239545,1687.197388,-12486.66602,-13972.29199,0.00224657,-0.013728972,-0.015266276
